gene_id,pyrE-1,pyrE-2,rosR-1,rosR-2,rosR-3,rosR-4
HFX_RS00810,25791,15621,20725,22139,20933,20257
HFX_RS00815,28737,18670,22425,27769,26563,23541
HFX_RS00820,5748,9566,5774,6229,5975,5430
HFX_RS00825,3452,196,1111,1282,1155,1266
HFX_RS00830,44824,43886,32676,40755,38908,34268
HFX_RS00835,1300,1855,1157,1585,1340,1207
HFX_RS00840,2838,479,1369,1289,1236,1302
HFX_RS00845,2521,2865,1524,2545,2172,2210
HFX_RS00850,1214,2732,1686,1827,1429,1356
HFX_RS00855,2768,8384,3232,4079,3449,3114
HFX_RS00860,1460,1427,978,1056,911,908
HFX_RS00865,10167,24016,9780,12077,9901,9687
HFX_RS00870,412,399,293,368,322,263
HFX_RS00875,2180,5784,1703,2660,2253,2027
HFX_RS20255,1104,124,1462,1883,1880,1830
HFX_RS00885,87475,34791,31853,50258,39259,36318
HFX_RS00890,8229,5987,4625,6509,5456,5640
HFX_RS20535,497,130,179,255,240,273
HFX_RS19900,99,82,69,94,76,68
HFX_RS00900,1476,2843,1046,1344,1005,1027
HFX_RS00905,240,208,192,258,207,176
HFX_RS00910,13141,13025,18436,20673,15771,15924
HFX_RS00915,16165,17599,20308,24617,20103,19244
HFX_RS00920,3014,1893,3582,4280,3465,3641
HFX_RS00925,841,303,489,544,501,447
HFX_RS00930,2026,772,953,1131,1134,984
HFX_RS00935,4309,4345,2361,2706,2524,2376
HFX_RS00940,5059,3357,3123,2697,2468,2796
HFX_RS00945,1558,765,1416,1625,1545,1395
HFX_RS00950,3271,468,2587,3269,2967,2908
HFX_RS00955,3693,742,2408,3702,3000,3143
HFX_RS00960,23546,14222,14965,17133,14239,14620
HFX_RS00965,3590,1822,2085,2656,2520,2247
HFX_RS00970,75688,66297,28342,58999,42821,49346
HFX_RS00975,2040,4071,1959,2528,2355,1916
HFX_RS19025,293,105,107,151,135,131
HFX_RS19030,26,11,17,8,12,17
HFX_RS00985,361,110,163,165,205,212
HFX_RS00990,15928,6963,14187,15896,14908,13616
HFX_RS00995,530,334,329,374,379,316
HFX_RS01000,161,138,113,125,130,111
HFX_RS01005,547,617,403,514,457,386
HFX_RS01010,298,386,137,225,190,181
HFX_RS01015,6320,10447,5234,7480,6162,5576
HFX_RS01020,15511,8623,8936,9541,8238,8518
HFX_RS01025,788,332,589,515,610,615
HFX_RS01030,14029,22843,11290,12484,10890,10416
HFX_RS01035,2036,2467,1505,1732,1697,1414
HFX_RS01040,7412,3892,3380,3843,3594,3534
HFX_RS01045,17589,6830,11831,13410,12999,11730
HFX_RS01050,3415,920,1642,2067,1944,1997
HFX_RS01055,42557,101197,55672,79637,67203,62616
HFX_RS01060,5494,6889,15847,23054,18498,16502
HFX_RS01065,1086,1391,906,1617,1308,1040
HFX_RS01070,690,321,441,597,482,481
HFX_RS01075,2294,6170,2451,3158,2451,2358
HFX_RS01080,32707,11344,18072,25461,20542,20065
HFX_RS01085,51786,39383,44157,47715,41097,39794
HFX_RS01090,721,1211,543,587,562,552
HFX_RS01095,1283,1739,960,1054,1005,876
HFX_RS01100,1228,1698,994,974,952,930
HFX_RS01105,3001,1473,1785,1879,1794,1747
HFX_RS01110,19623,20944,14702,14761,10990,12431
HFX_RS01115,1166,1323,843,829,680,756
HFX_RS01120,435,341,260,289,255,210
HFX_RS01125,631,577,366,397,315,393
HFX_RS01130,246,239,138,138,131,111
HFX_RS01135,142,107,82,88,70,62
HFX_RS01140,373,341,56,37,59,58
HFX_RS01145,218936,530112,8123,11576,11956,9222
HFX_RS01150,3228,1836,1214,1351,1360,1180
HFX_RS01155,2012,1161,1545,1869,1481,1576
HFX_RS19570,460,305,390,465,368,439
HFX_RS01160,1754,1265,1019,981,885,948
HFX_RS01165,805,672,348,395,378,432
HFX_RS01170,3912,4220,3615,3940,3575,3351
HFX_RS01175,13294,6728,13172,16608,15231,11869
HFX_RS01180,2049,2134,1210,1566,1315,1472
HFX_RS01185,1956,4283,2320,2722,2097,2157
HFX_RS20540,7510,5516,6112,7534,6551,5877
HFX_RS01195,1756,3096,2366,2077,1541,1767
HFX_RS01200,3731,1961,2603,2883,2320,2392
HFX_RS01205,74956,25401,46826,59588,49299,46515
HFX_RS01210,2294,2265,2089,3056,2165,1896
HFX_RS19905,2312,526,727,1147,996,972
HFX_RS01215,6353,15637,6189,8531,7213,6355
HFX_RS01220,7824,3259,6984,7496,7162,6189
HFX_RS01225,488,430,380,518,427,359
HFX_RS01230,2974,2837,2360,2749,2390,2308
HFX_RS01235,514,468,434,536,487,507
HFX_RS01240,1004,1051,851,1119,953,826
HFX_RS19910,369,275,195,280,227,233
HFX_RS01245,3708,3084,2329,2334,2029,2117
HFX_RS01250,14020,7645,8030,9668,8797,8094
HFX_RS01255,139,77,62,82,67,63
HFX_RS01260,151,111,61,120,117,93
HFX_RS01265,2696,2978,1679,2066,1912,1859
HFX_RS01270,191,74,89,125,112,107
HFX_RS01275,858,213,483,444,422,457
HFX_RS19915,663,342,562,743,722,585
HFX_RS01280,460,131,292,527,452,396
HFX_RS20240,3678,4047,4393,5742,4538,4786
HFX_RS01290,865,913,546,723,634,557
HFX_RS01295,242,243,115,175,147,158
HFX_RS20270,949,285,403,567,452,495
HFX_RS01305,1636,326,428,505,506,498
HFX_RS01310,5067,2998,2207,4096,3828,2793
HFX_RS01315,3031,2434,2242,2614,2221,2129
HFX_RS01320,13864,19637,10192,12273,10195,9660
HFX_RS01325,2831,1648,1677,2181,2029,1805
HFX_RS01330,1435,494,1090,1254,774,924
HFX_RS01335,625,400,421,513,460,404
HFX_RS19040,909,280,264,560,475,469
HFX_RS01340,2662,572,493,717,857,813
HFX_RS01345,1688,1317,1346,1487,1081,1296
HFX_RS01350,13200,5077,6390,8223,7476,7313
HFX_RS01355,40811,22663,32861,34463,30312,29956
HFX_RS01360,79426,44958,63444,75043,64054,59203
HFX_RS01365,1347,493,748,876,830,747
HFX_RS01370,2783,1973,2213,2634,2557,2187
HFX_RS01375,2874,1149,1345,1459,1418,1316
HFX_RS01380,2051,905,1213,1446,1394,1195
HFX_RS01385,4725,4402,3324,4879,4025,3251
HFX_RS01390,233,83,114,150,105,148
HFX_RS01395,2998,6510,2658,3372,2541,2431
HFX_RS01400,376,183,221,285,175,231
HFX_RS01405,8492,6942,6991,7801,6174,5914
HFX_RS01410,4955,6495,5759,5625,4699,4445
HFX_RS01415,45949,25520,35233,40241,35098,31613
HFX_RS01420,37795,21356,29809,32438,27812,26341
HFX_RS01425,4604,6601,5399,6089,4258,4366
HFX_RS01430,12165,13588,10620,11817,9895,10000
HFX_RS01435,586,281,479,487,456,453
HFX_RS01440,5914,11540,3802,5454,4141,3975
HFX_RS01445,10341,19141,8653,11971,10106,8594
HFX_RS01450,77739,151857,60270,75901,65040,59194
HFX_RS01455,22689,42075,22238,34582,28465,26707
HFX_RS01460,35210,58497,34130,43575,37624,32419
HFX_RS01465,49595,95422,49293,59905,48042,45366
HFX_RS01470,7823,15353,7198,9103,7017,6617
HFX_RS01475,88070,165936,89305,101282,82576,78056
HFX_RS01480,78076,134463,75168,88397,69520,66411
HFX_RS01485,4592,2927,3348,3776,3127,3235
HFX_RS01490,5268,11085,4524,6239,4776,4703
HFX_RS01495,3000,1129,1835,2507,2374,2042
HFX_RS01500,16451,20179,12940,15568,12556,12417
HFX_RS01505,27609,15833,19127,19550,15988,17179
HFX_RS19920,855,1030,564,914,813,768
HFX_RS01510,15203,20070,14175,16425,13846,13115
HFX_RS19925,92,48,87,196,199,117
HFX_RS01515,8920,4546,6365,8497,7612,6556
HFX_RS01520,3146,2871,3557,3864,3405,3025
HFX_RS01525,1686,875,1481,1545,1381,1220
HFX_RS01530,39419,42012,29968,36750,30019,28634
HFX_RS01535,1750,1626,1115,1363,1291,1219
HFX_RS01540,4743,6882,3011,3905,3308,3048
HFX_RS01545,662,1202,703,774,623,675
HFX_RS01550,120,67,67,89,57,53
HFX_RS01555,4682,8777,4197,5757,5237,4779
HFX_RS01560,1455,4045,1694,2045,1362,1403
HFX_RS01565,2039,3751,1728,2183,1746,1833
HFX_RS01570,572,821,357,773,633,470
HFX_RS01575,7129,4709,3581,4439,3924,3794
HFX_RS01580,1269,2492,1078,1138,966,977
HFX_RS01585,229,122,105,107,111,83
HFX_RS01590,308,149,163,203,215,178
HFX_RS01595,119,306,72,132,110,94
HFX_RS01600,152,496,184,249,238,201
HFX_RS01605,93,132,56,111,66,72
HFX_RS01610,1343,457,403,612,640,582
HFX_RS01615,460,166,137,263,175,147
HFX_RS01620,2166,2175,1643,1775,1419,1520
HFX_RS01625,23907,31988,22429,22132,17167,17744
HFX_RS01630,34739,41578,25778,27360,23478,23056
HFX_RS01635,80851,89635,49298,51606,46487,45966
HFX_RS01640,36523,35665,18294,21746,19046,19046
HFX_RS01645,12047,10786,5707,6289,6346,5888
HFX_RS01650,25444,57056,20561,25456,24776,21875
HFX_RS01655,43688,96095,35031,44621,40445,37681
HFX_RS01660,155,46,74,48,61,75
HFX_RS01665,201296,452850,202688,263005,224896,200112
HFX_RS01670,5576,2915,3605,4058,3855,3550
HFX_RS01675,5253,2903,3428,3835,3936,3311
HFX_RS01680,524607,595645,469255,547124,488263,467927
HFX_RS01685,158416,181508,144677,166111,161109,144519
HFX_RS01690,2045,1414,1953,2321,1899,1915
HFX_RS01695,456,100,168,199,140,133
HFX_RS01700,3744,3383,2175,2593,1995,1875
HFX_RS01705,1526,794,680,899,799,876
HFX_RS01710,656,201,541,598,526,498
HFX_RS01715,8395,7193,6346,8051,6522,5316
HFX_RS01720,6215,1856,2568,4016,3493,3066
HFX_RS01725,3147,4103,1965,2665,2302,2253
HFX_RS01730,512,438,339,350,322,323
HFX_RS01735,20126,9717,14482,19660,17253,15228
HFX_RS01740,26357,15560,17341,19591,16904,16887
HFX_RS01745,688,330,352,442,394,349
HFX_RS01750,618,198,348,469,407,373
HFX_RS01755,246,89,206,187,163,172
HFX_RS01760,3021,457,2872,2990,2792,2522
HFX_RS01765,4449,3852,3919,4518,4689,3774
HFX_RS01770,6660,3129,3488,4158,4207,3559
HFX_RS01775,4235,598,2068,2912,2848,2294
HFX_RS01780,7129,5366,6272,6731,5612,5098
HFX_RS01785,17248,12179,8621,13283,11634,10275
HFX_RS01790,40753,6833,33536,43361,37569,33607
HFX_RS01795,11598,7058,11740,14122,12013,10767
HFX_RS01800,13241,2155,3548,3373,3069,3311
HFX_RS01805,5184,2775,2867,4098,3540,3305
HFX_RS01810,412,579,368,514,419,343
HFX_RS01815,4227,6147,3235,3824,3396,2891
HFX_RS01820,645,970,488,553,531,450
HFX_RS01825,2238,1249,1463,1650,1351,1292
HFX_RS01830,832,1859,745,1019,864,796
HFX_RS01835,108,44,50,44,33,43
HFX_RS01840,3150,1169,2105,2170,1887,1846
HFX_RS01845,3233,1659,1253,1450,1305,1356
HFX_RS01850,6401,12081,5938,6371,5892,5146
HFX_RS01855,18676,25895,19202,22087,17280,16261
HFX_RS20545,8692,2022,3476,4412,4377,4301
HFX_RS01860,50458,19181,29662,34173,32156,29630
HFX_RS01865,1952,1017,988,1048,1125,954
HFX_RS01870,37708,32635,17897,20342,17676,15191
HFX_RS01875,27685,23018,17967,21293,19533,16936
HFX_RS01880,12077,6949,4288,6258,5533,5002
HFX_RS01885,1484,2853,1395,1783,1499,1391
HFX_RS01890,16494,33209,16128,19291,16003,15717
HFX_RS01895,981,559,836,849,774,728
HFX_RS01900,273,77,202,230,200,189
HFX_RS01905,16083,3366,14293,17121,16501,12972
HFX_RS01910,15909,2926,12435,16789,16036,11872
HFX_RS01915,6277,3660,4023,5409,4582,4452
HFX_RS01920,1008,640,449,571,481,471
HFX_RS01925,2207,2609,1380,1684,1634,1469
HFX_RS01930,390,468,300,353,355,258
HFX_RS01935,6512,2473,3878,4553,4154,3812
HFX_RS01940,1411,1043,1013,1158,1047,1026
HFX_RS01945,3892,4517,2718,3592,2957,2813
HFX_RS01950,6161,3553,2245,4015,3449,3486
HFX_RS01955,10740,13374,6306,9982,8605,7946
HFX_RS19050,7306,7877,3424,6878,5742,5042
HFX_RS01960,2192,464,832,1184,1030,1076
HFX_RS01965,3778,1012,1554,1833,1793,1735
HFX_RS01970,738,324,368,530,433,391
HFX_RS01975,1447,921,1075,1080,1089,986
HFX_RS01980,2769,2486,2347,2623,2311,2241
HFX_RS01985,878,447,627,721,655,657
HFX_RS01990,803,393,630,746,615,646
HFX_RS01995,1945,1106,1606,2443,2160,1927
HFX_RS02000,11344,3028,4506,4880,4646,4311
HFX_RS02005,3632,1410,1366,1407,1270,1219
HFX_RS02010,6695,1199,3734,5555,4477,4268
HFX_RS02015,3889,750,2440,3104,2533,2763
HFX_RS02020,23831,35379,25696,29447,24585,22990
HFX_RS20445,99,20,18,21,24,14
HFX_RS02025,776,164,429,468,385,407
HFX_RS02030,3881,8996,5519,6559,4635,4231
HFX_RS02035,353,83,149,183,181,196
HFX_RS02045,4079,760,1943,2530,2274,2080
HFX_RS02050,251277,114224,213856,285774,229460,216163
HFX_RS02055,3215,1208,1816,2318,1948,1975
HFX_RS19930,30141,1589,13974,20308,17214,19381
HFX_RS02060,1311,1027,673,1058,952,834
HFX_RS02065,2039,2217,1633,2375,2558,1751
HFX_RS02070,8364,8328,5991,8042,7321,5952
HFX_RS02075,1029,313,1059,1251,886,971
HFX_RS02080,10374,3867,9962,11443,8907,8202
HFX_RS02085,63102,24812,49498,60317,53236,46116
HFX_RS02090,5989,8066,6992,9259,7271,6617
HFX_RS02095,21254,30846,23009,31344,24905,22375
HFX_RS02100,5445,2583,3521,3863,3610,3321
HFX_RS02105,5041,1806,3541,4482,4632,3702
HFX_RS02110,5179,2548,4447,5590,5140,4156
HFX_RS02115,2818,1900,2402,2776,2329,2053
HFX_RS02120,541,129,260,429,306,335
HFX_RS02125,153,63,114,137,126,123
HFX_RS02130,4075,2948,3835,4385,3432,3253
HFX_RS02135,1296,1037,1139,1236,1134,1058
HFX_RS02140,4089,6508,3970,5268,4433,3860
HFX_RS02145,725,1284,1323,1769,1320,1259
HFX_RS02150,1353,1484,1688,1780,1408,1339
HFX_RS02155,3383,3883,3845,5511,4652,3749
HFX_RS02160,8577,7655,4612,5885,5363,4997
HFX_RS02165,1140,735,957,1272,916,909
HFX_RS02170,10881,9309,10282,11961,9107,9075
HFX_RS02175,16974,12512,20485,25658,15923,15551
HFX_RS02180,24143,9674,8080,13146,12191,11841
HFX_RS02185,1754,1089,1244,1462,1310,1109
HFX_RS02190,17399,35428,14366,22756,18025,17336
HFX_RS02195,1903,1560,1277,1748,1534,1451
HFX_RS02200,96468,39160,58652,72393,69745,64555
HFX_RS02205,7949,3289,4593,6682,6230,4829
HFX_RS02210,29170,11172,18770,26910,24991,20977
HFX_RS19935,14582,4349,7031,9317,8442,7994
HFX_RS02215,5106,3047,2390,2960,2529,2613
HFX_RS02220,1556,1598,1018,1225,1058,1067
HFX_RS02225,51170,33177,35313,48586,40462,34739
HFX_RS02230,20536,3748,9748,12666,10767,9950
HFX_RS02235,81,30,44,35,50,44
HFX_RS02240,2701,185,676,791,870,804
HFX_RS02245,97961,23605,30160,55747,47147,52331
HFX_RS02250,69472,87471,28855,61169,44027,46890
HFX_RS02255,5230,2435,9804,11666,8711,9015
HFX_RS02260,313,273,238,372,359,292
HFX_RS02265,121,72,73,104,80,103
HFX_RS02270,69,57,39,65,52,49
HFX_RS02275,182,93,93,122,85,113
HFX_RS02280,3768,1930,1894,2100,2041,1918
HFX_RS02285,1100,483,398,488,373,474
HFX_RS02290,3911,1520,939,1387,1527,1425
HFX_RS02295,1462,515,697,840,827,746
HFX_RS02300,251,208,150,166,135,155
HFX_RS02305,327,161,140,251,308,197
HFX_RS02310,344,189,221,245,244,246
HFX_RS02315,347,162,190,241,191,186
HFX_RS02320,402,701,271,406,395,307
HFX_RS02325,5699,2715,4102,3608,2571,3335
HFX_RS02330,1620,1204,1038,1243,1155,1039
HFX_RS02335,8883,2798,3791,5027,5085,4308
HFX_RS02340,1521,1344,1139,1380,1242,1115
HFX_RS02345,1412,1268,1149,1541,1365,1159
HFX_RS02350,3395,5547,3371,4291,3154,3261
HFX_RS02355,950,517,487,707,521,529
HFX_RS19055,77,36,20,47,28,44
HFX_RS02360,7346,2762,2385,2507,2459,2320
HFX_RS02365,2276,154,434,631,646,579
HFX_RS02370,4529,874,2832,3269,2948,2668
HFX_RS02375,16519,14969,12357,13884,12090,11277
HFX_RS02380,5232,4156,4096,4944,4652,3965
HFX_RS02385,8027,7908,7324,8841,7499,7026
HFX_RS02390,2684,4501,2312,2755,2661,2281
HFX_RS02395,286,29,52,52,76,83
HFX_RS02400,210,9,36,52,47,63
HFX_RS02405,4163,1270,1087,2148,1988,1485
HFX_RS02410,2649,4852,3676,3942,2928,2864
HFX_RS02415,1290,1976,1635,1811,1288,1284
HFX_RS02420,5240,6523,5495,6766,5248,4869
HFX_RS02425,307,124,382,464,377,298
HFX_RS02430,318,103,360,388,285,281
HFX_RS02435,606,182,699,710,606,499
HFX_RS02440,672,199,694,805,656,557
HFX_RS02445,237,175,105,132,135,144
HFX_RS02450,223,139,127,182,160,148
HFX_RS02455,46,29,21,18,25,19
HFX_RS02460,613,107,392,412,406,346
HFX_RS02465,23092,8051,34547,36253,26016,24055
HFX_RS02470,1928,463,974,1234,1135,1009
HFX_RS02475,1379,470,878,963,835,841
HFX_RS02480,781,306,489,639,480,573
HFX_RS02485,237,262,188,292,243,224
HFX_RS02490,786,2076,1084,1148,905,883
HFX_RS02495,2031,1615,1513,2253,1743,1666
HFX_RS02500,6738,6100,2322,3222,2556,2639
HFX_RS02505,50316,18150,41014,47031,44346,36174
HFX_RS02510,2931,3053,1900,2615,2352,2113
HFX_RS02515,1561,5454,1100,1430,1138,1177
HFX_RS02520,4563,3275,3851,4346,4371,4086
HFX_RS02525,1295,357,1777,2172,2034,1949
HFX_RS02530,845,406,373,354,322,353
HFX_RS02535,6668,6213,5903,6641,5823,5385
HFX_RS02540,4800,4427,3655,3836,3173,3245
HFX_RS02545,14002,9330,3986,3739,3720,3828
HFX_RS02550,21621,18453,6089,5646,4937,4927
HFX_RS02555,20829,11867,2981,2525,2327,2692
HFX_RS02560,2803,1052,1779,2163,1989,1757
HFX_RS02565,1139,816,461,529,487,484
HFX_RS02570,686,325,643,687,588,537
HFX_RS02575,91013,133415,77553,107614,106460,85891
HFX_RS02580,1381,1527,1004,1318,1342,1116
HFX_RS02585,666,603,366,432,382,391
HFX_RS02590,1572,829,955,1237,1204,989
HFX_RS02595,417,233,239,285,243,277
HFX_RS02600,734,1180,483,566,504,474
HFX_RS02605,521,901,336,351,321,364
HFX_RS02610,1137,1850,751,912,748,734
HFX_RS02615,855,736,540,604,604,637
HFX_RS02620,314,370,254,212,227,187
HFX_RS02625,2079,2903,1639,2020,1807,1557
HFX_RS02630,1903,3748,1933,2422,1843,1922
HFX_RS02635,878,593,1158,1320,1214,1092
HFX_RS02640,511,252,620,698,584,551
HFX_RS02645,719,368,923,1285,912,961
HFX_RS02650,5240,5421,3912,5256,4648,4114
HFX_RS02655,335,504,360,459,407,359
HFX_RS02660,3243,1957,2326,3003,2698,2556
HFX_RS02665,1248,1390,720,786,765,722
HFX_RS02670,3408,11206,3499,4816,3903,3474
HFX_RS02675,2112,2092,1306,1508,1232,1322
HFX_RS02680,1194,1871,832,910,810,847
HFX_RS02685,592,204,337,384,334,299
HFX_RS02690,268,361,214,325,214,260
HFX_RS02695,1448,335,1065,1842,1712,1791
HFX_RS19940,92,25,29,60,67,70
HFX_RS02700,1331,987,560,1073,950,815
HFX_RS02705,1797,2026,1049,1251,1241,1066
HFX_RS02710,2376,4843,1621,2122,1861,1785
HFX_RS02715,1101,799,760,840,739,694
HFX_RS02720,145610,127849,135413,165133,137135,131266
HFX_RS02725,28643,19067,24403,32386,28890,26590
HFX_RS02730,12004,9852,7635,10931,8639,8263
HFX_RS02735,364,39,117,260,232,228
HFX_RS02740,1069,405,876,1098,1006,902
HFX_RS02745,802,330,734,876,967,797
HFX_RS02750,128,97,112,127,105,114
HFX_RS02755,436,267,276,319,260,242
HFX_RS02760,176,128,148,123,85,101
HFX_RS02765,553,424,401,556,442,425
HFX_RS02770,65,41,33,44,44,60
HFX_RS02775,1758,3139,1610,2123,1791,1637
HFX_RS02780,1913,3373,1811,2079,1816,1704
HFX_RS02785,1353,2108,1245,1249,1163,1036
HFX_RS02790,677,1149,567,589,557,548
HFX_RS02795,1656,2809,1560,1557,1294,1258
HFX_RS02800,1601,2090,1191,1310,1068,1079
HFX_RS02805,1115,1696,887,986,808,751
HFX_RS02810,4361,1964,2715,3083,2667,2698
HFX_RS02815,1938,3120,2178,2575,1907,1851
HFX_RS02820,689,1358,781,883,811,689
HFX_RS20275,224,155,146,192,162,161
HFX_RS02830,410,211,313,397,335,338
HFX_RS02835,1152,268,893,1348,907,930
HFX_RS02840,770,770,356,565,389,438
HFX_RS02845,11458,9162,11905,17346,14516,12274
HFX_RS19575,297,131,173,237,203,240
HFX_RS02850,330,234,166,285,189,215
HFX_RS02855,649,852,627,725,532,562
HFX_RS02860,289,142,341,708,514,611
HFX_RS02865,187,296,79,105,126,96
HFX_RS02870,51,88,28,10,21,29
HFX_RS02875,194,300,82,88,91,71
HFX_RS02880,211,203,60,74,80,94
HFX_RS02885,506,451,172,186,191,228
HFX_RS02890,509,1038,141,143,148,163
HFX_RS02895,991,1963,196,203,177,195
HFX_RS02900,4596,1355,2842,3413,2938,2866
HFX_RS02905,146,49,83,89,72,88
HFX_RS02910,565,357,356,524,456,413
HFX_RS02915,685,1006,386,616,591,477
HFX_RS02920,4737,5779,2980,3365,3033,2911
HFX_RS02925,30306,19078,14044,16749,14833,14427
HFX_RS02930,3914,2884,2369,2688,2126,2218
HFX_RS02935,3805,2448,1922,2119,1992,1893
HFX_RS02940,730,643,356,379,369,388
HFX_RS02945,1558,3482,1265,1787,1292,1238
HFX_RS02950,750,799,467,533,400,480
HFX_RS02955,345,384,218,230,153,173
HFX_RS02960,1163,1217,785,812,817,730
HFX_RS02965,409,395,244,254,265,207
HFX_RS02970,657,639,537,607,491,532
HFX_RS02975,2377,1354,608,1223,1306,1254
HFX_RS19950,282,102,73,81,84,90
HFX_RS19955,958,612,315,434,423,388
HFX_RS02980,7164,2102,1940,2039,2114,2128
HFX_RS02985,1071,323,414,496,374,439
HFX_RS02990,872,714,583,640,674,599
HFX_RS02995,3414,8093,4659,5697,4776,4398
HFX_RS03000,1741,1816,1670,2069,1714,1593
HFX_RS19580,149,41,44,73,57,68
HFX_RS03005,11838,13201,8472,13430,12530,10460
HFX_RS03010,23952,27896,17256,26551,22520,20706
HFX_RS03015,1403,1738,812,771,850,865
HFX_RS03020,1421,1559,560,1097,915,857
HFX_RS03025,24690,30955,13313,21350,20954,16276
HFX_RS03030,1836,2959,1372,1959,1566,1377
HFX_RS03035,755,810,542,585,521,515
HFX_RS03040,3111,5252,3001,3511,3246,2873
HFX_RS03045,663,936,576,717,724,529
HFX_RS03050,963,600,1173,1396,1293,1084
HFX_RS03055,767,1152,695,803,710,595
HFX_RS03060,979,1511,940,1031,985,813
HFX_RS03065,453,513,453,345,287,295
HFX_RS03070,552,818,325,408,363,344
HFX_RS03075,468,425,468,583,494,396
HFX_RS03080,63,42,56,59,48,50
HFX_RS03085,1798,5324,2151,2569,2113,1854
HFX_RS03090,5259,12449,4714,5650,5303,4241
HFX_RS03095,2102,986,1658,1930,1672,1522
HFX_RS03100,34211,54824,38175,39832,33391,31444
HFX_RS03105,72,51,61,58,42,35
HFX_RS03110,2468,7024,2376,2873,2433,2357
HFX_RS03115,1320,903,689,884,787,781
HFX_RS03120,5935,5797,4524,4644,3830,3967
HFX_RS03125,5504,6199,5712,7399,5890,5664
HFX_RS03130,288,126,212,266,253,199
HFX_RS03135,7607,15298,7001,8287,6786,6343
HFX_RS03140,9710,6671,8614,12004,10282,8185
HFX_RS03145,27291,15939,25010,26571,21218,20717
HFX_RS03150,6797,4000,5207,5376,4627,4336
HFX_RS03155,418,346,355,486,363,363
HFX_RS03160,5775,5601,5527,7042,6196,5622
HFX_RS03165,1538,990,1041,1087,1020,1023
HFX_RS03170,7233,15411,6430,8378,6666,6298
HFX_RS19960,83,28,30,59,53,44
HFX_RS03175,1285,1899,1335,1453,1264,1253
HFX_RS03180,8295,9412,6178,7574,6524,6065
HFX_RS03185,3279,5780,2587,3476,3757,2620
HFX_RS03190,55847,92038,47671,61440,55532,47952
HFX_RS03195,2608,4278,1780,2391,2311,1840
HFX_RS03200,18218,30076,15151,20348,18779,16123
HFX_RS03205,8026,7116,4042,6804,6296,5419
HFX_RS03210,6295,5922,7724,7424,5894,5878
HFX_RS03215,3697,4966,3451,4180,3842,3450
HFX_RS03220,659,1019,642,746,702,591
HFX_RS03225,3533,398,857,1506,1639,1474
HFX_RS03230,2791,481,722,886,907,869
HFX_RS03235,712,649,311,397,340,330
HFX_RS03240,1381,1986,1023,1150,1045,930
HFX_RS03245,793,1152,719,682,577,637
HFX_RS03250,1809,2488,1566,1655,1346,1437
HFX_RS03255,3673,3676,3338,4033,3106,2905
HFX_RS03260,1132,846,896,973,933,992
HFX_RS03265,1145,3446,1114,1440,1144,1167
HFX_RS03270,11833,9147,12785,12087,9984,10828
HFX_RS03275,4570,2364,2337,2425,2290,2230
HFX_RS03280,25674,19973,22510,27340,23479,21015
HFX_RS03285,883,939,414,568,479,499
HFX_RS03290,9443,12972,5197,7227,6603,5839
HFX_RS03295,1090,527,849,1326,1095,1003
HFX_RS03300,2765,7022,2338,3094,2649,2419
HFX_RS03305,1736,889,753,897,853,882
HFX_RS03310,1834,791,1163,1276,1146,1153
HFX_RS03315,12050,5596,9968,11857,10483,8993
HFX_RS03320,9381,11562,8755,10029,9440,8551
HFX_RS03325,962,885,946,1019,863,779
HFX_RS03330,1927,1556,1809,2086,1822,1591
HFX_RS03335,27012,32350,18349,25480,21275,20980
HFX_RS03340,7874,14313,2638,4562,3110,3860
HFX_RS03345,1003,1721,754,1044,929,831
HFX_RS03350,739,1441,715,938,802,727
HFX_RS03355,10299,4933,7951,8768,7593,7598
HFX_RS03360,3298,2501,2709,3047,2618,2394
HFX_RS19965,413,417,447,532,409,393
HFX_RS03365,8025,2214,5496,7097,6892,6056
HFX_RS03370,812,1904,712,970,740,680
HFX_RS03375,2056,3607,1780,2172,2030,1868
HFX_RS03380,3867,6804,3365,5170,5011,3701
HFX_RS03385,29511,10863,17945,21671,20948,18103
HFX_RS03390,913,358,647,721,641,589
HFX_RS03395,5897,2191,3827,4204,3803,3608
HFX_RS03400,1875,586,1122,1316,1064,1004
HFX_RS03405,22119,20242,13096,14929,13017,12935
HFX_RS03410,13290,9050,9028,10771,10369,9162
HFX_RS03415,64,22,34,45,46,34
HFX_RS03420,30,30,14,14,18,24
HFX_RS03425,246,184,145,197,214,189
HFX_RS03430,113,53,88,65,63,71
HFX_RS03435,18,14,20,10,7,11
HFX_RS03440,27,10,11,14,10,18
HFX_RS03445,47,23,24,21,25,18
HFX_RS03450,663,345,427,496,415,440
HFX_RS03455,1623,2623,1363,1464,1441,1310
HFX_RS03460,3140,5814,2461,2885,2544,2356
HFX_RS03465,5571,1782,4220,4463,4401,3932
HFX_RS03470,3931,2986,3170,3791,3502,3305
HFX_RS19970,7920,2058,4096,6469,5233,4879
HFX_RS03475,2403,2341,1767,1855,1488,1442
HFX_RS03480,3264,3709,2539,2553,2491,2387
HFX_RS03485,819,1346,796,929,732,727
HFX_RS03490,1785,1906,1083,1515,1452,1243
HFX_RS03495,74343,39915,87643,138927,103018,82892
HFX_RS03500,6995,3956,2611,2855,2793,2772
HFX_RS03505,6370,4181,5469,6127,5919,5102
HFX_RS03510,2940,1027,1593,1783,1660,1525
