gene_id,pyrE-1,pyrE-2,rosR-1,rosR-2,rosR-3,rosR-4
HFX_RS19975,451,83,88,143,111,158
HFX_RS03515,8801,13312,8500,10448,9123,8139
HFX_RS03520,2087,880,1365,1423,1406,1323
HFX_RS03525,47606,16033,24556,32460,29286,29812
HFX_RS03530,931,870,655,809,721,641
HFX_RS03535,956,266,371,429,372,371
HFX_RS03540,1118,347,256,296,267,364
HFX_RS03545,8482,15011,6652,8604,7725,6808
HFX_RS03550,12223,4808,6852,7738,7654,6668
HFX_RS03555,473,1426,407,456,397,400
HFX_RS03560,1141,384,508,766,702,676
HFX_RS03565,445,142,180,249,247,257
HFX_RS03570,250578,43507,320301,390176,320845,326911
HFX_RS03575,1226,3155,1175,1341,1131,1108
HFX_RS03580,1798,4279,1827,2014,1656,1691
HFX_RS03585,2334,4568,2264,2860,2366,2313
HFX_RS03590,163420,66764,111901,122525,106756,104463
HFX_RS03595,8574,3446,4593,4647,3924,3975
HFX_RS03600,2594,1231,1444,2030,1883,1574
HFX_RS03605,770,399,282,384,380,308
HFX_RS03610,906,1796,455,505,440,462
HFX_RS03615,3737,5406,2084,2069,1828,1805
HFX_RS03620,3048,3879,1522,1929,1619,1613
HFX_RS03625,2597,6205,1939,2058,1730,1802
HFX_RS03630,1687,573,1097,1422,1356,1193
HFX_RS03635,1180,514,834,1168,915,872
HFX_RS03640,352,296,199,298,243,219
HFX_RS03645,1136,348,569,645,509,563
HFX_RS03650,1032,416,641,718,602,561
HFX_RS19585,4351,5232,7312,12347,8958,8811
HFX_RS03655,799,542,521,761,673,607
HFX_RS03660,3764,8086,3119,4036,3719,3114
HFX_RS03665,6252,5164,4192,4836,4927,4376
HFX_RS03670,1323,720,892,897,898,787
HFX_RS03675,3828,2395,2857,2918,2707,2609
HFX_RS03680,24328,35881,21902,23772,20842,20712
HFX_RS03685,3324,4251,3024,3368,3465,3006
HFX_RS03690,2456,2817,2028,2432,2250,1907
HFX_RS03695,7652,14935,9954,11349,9623,9322
HFX_RS03700,17696,6833,19014,27450,24671,24742
HFX_RS03705,5782,3690,4544,5145,4624,4510
HFX_RS03710,73337,24899,51474,62331,55631,49946
HFX_RS03715,907,437,467,612,501,453
HFX_RS03720,4011,3182,2573,2888,2656,2328
HFX_RS03725,10740,11870,2211,1876,1538,1644
HFX_RS03730,23491,20694,5747,5196,5029,5283
HFX_RS03735,5085,2539,3644,4861,4524,3814
HFX_RS03740,43611,34184,40879,45346,44810,38738
HFX_RS03745,120,38,35,51,44,52
HFX_RS03755,2459,1013,1052,1224,1135,987
HFX_RS03760,9998,2928,3730,4363,4391,3938
HFX_RS03765,26894,20937,20848,23462,19476,18587
HFX_RS03770,4635,7692,8412,10776,8845,8257
HFX_RS03775,2186,2724,1594,1938,1775,1582
HFX_RS03780,747,201,470,447,410,436
HFX_RS03785,44102,59145,31094,36151,30149,29902
HFX_RS03790,424,92,144,193,204,205
HFX_RS03795,4479,4129,3813,4694,4207,3717
HFX_RS03800,1028,805,732,902,866,826
HFX_RS03805,2694,3214,2809,2943,2571,2373
HFX_RS03810,6204,5937,4336,5163,4864,4334
HFX_RS03815,2047,7100,1701,2126,1611,1466
HFX_RS03820,1738,6438,1450,1685,1372,1315
HFX_RS03825,2166,1695,2437,2667,2158,2090
HFX_RS03830,188,73,111,143,112,112
HFX_RS03835,2318,3634,2863,3435,3132,2757
HFX_RS03840,2187,1455,1814,1803,1367,1449
HFX_RS03845,5389,7233,4509,5088,4452,4352
HFX_RS03850,21230,20787,17237,20776,19258,16674
HFX_RS03855,24213,6843,16160,13570,10605,13385
HFX_RS03860,3094,545,3808,4350,3729,3440
HFX_RS03865,3733,1447,1441,2170,2106,2239
HFX_RS03870,834,1381,678,872,790,689
HFX_RS03875,14077,2452,8701,10379,10160,8855
HFX_RS03880,4258,2365,3160,3585,3201,3038
HFX_RS03885,9776,6181,7763,9140,7930,6823
HFX_RS03890,4375,1034,2951,3470,3082,3055
HFX_RS20450,282,40,161,223,211,206
HFX_RS03895,5188,6271,4276,5736,5409,4421
HFX_RS03900,12678,18180,11778,14907,13912,11482
HFX_RS03905,20649,9682,16662,17569,15911,14811
HFX_RS03910,8623,6439,6484,7730,6956,6134
HFX_RS03915,8852,9686,7466,10038,9239,8019
HFX_RS03920,5467,6901,4163,6665,6302,5239
HFX_RS03925,984,624,465,555,532,531
HFX_RS03930,28575,41744,25453,28096,23162,22950
HFX_RS03935,22356,35154,21535,26313,20681,20055
HFX_RS03940,8259,12152,8003,8769,7326,6963
HFX_RS03945,24293,31755,23585,28151,25153,21228
HFX_RS03950,11336,11651,7156,9986,8894,7605
HFX_RS03955,3026,4457,2451,3047,2561,2698
HFX_RS03960,1620,2440,1145,1396,1147,1176
HFX_RS20455,933,512,712,745,699,653
HFX_RS03965,47114,38487,25976,31844,26648,25809
HFX_RS03970,3880,559,1103,1179,1279,1439
HFX_RS03975,783,81,277,236,253,311
HFX_RS03980,3383,2435,2485,2419,2240,2190
HFX_RS03985,9017,6296,6131,6452,5557,5431
HFX_RS03990,798,720,683,986,858,768
HFX_RS03995,2898,2156,2556,3436,2787,2515
HFX_RS04000,63,14,18,24,19,22
HFX_RS04005,13896,16074,14322,16100,12339,12045
HFX_RS04010,76592,71123,60229,76072,65895,59897
HFX_RS04015,110390,103974,86437,107303,91464,83787
HFX_RS04020,85017,73951,62985,73967,63933,63006
HFX_RS04025,4609,7592,3825,5101,4021,3808
HFX_RS04030,3601,7491,3774,4758,4040,3631
HFX_RS04035,3600,2533,1732,2987,2830,2213
HFX_RS04045,1183,322,1195,1550,1061,999
HFX_RS04050,3305,1262,3024,4807,3537,2985
HFX_RS04055,331,505,346,360,368,335
HFX_RS04060,3689,1445,4153,4930,4607,4124
HFX_RS04065,1618,1047,1087,1173,1078,971
HFX_RS04070,609,253,493,400,348,399
HFX_RS04075,3949,2351,2806,2944,2272,2312
HFX_RS04080,4213,1746,2614,2912,2641,2584
HFX_RS04085,451,600,361,396,434,356
HFX_RS04090,9460,4509,4591,4469,3670,3898
HFX_RS04095,8571,23751,9420,12154,10080,8957
HFX_RS04100,377,130,238,256,308,246
HFX_RS04105,391,195,266,413,350,312
HFX_RS04110,22472,12629,13853,14504,11166,13241
HFX_RS04115,948,1367,378,407,380,381
HFX_RS04120,2277,2670,1758,2406,2110,2017
HFX_RS04125,3366,1909,394,432,428,485
HFX_RS04130,995,1057,835,977,908,776
HFX_RS04135,961,2236,843,1131,1029,938
HFX_RS04140,119324,126148,79182,112323,90157,83194
HFX_RS04145,4845,2293,2443,2811,2515,2488
HFX_RS04150,6418,6463,4722,5021,4141,4476
HFX_RS04155,1529,409,511,580,581,581
HFX_RS04160,30886,8541,13269,14777,13819,13427
HFX_RS04165,154,43,41,82,61,60
HFX_RS04170,36319,60634,28585,34596,30889,30047
HFX_RS04175,58944,109820,54018,64430,56547,52117
HFX_RS04180,7170,7158,4206,5314,5173,4363
HFX_RS04185,1426,1265,947,985,808,858
HFX_RS04190,1657,1377,1173,1322,1006,944
HFX_RS04195,5264,3452,3051,3038,2711,2686
HFX_RS04200,6799,3647,5297,6062,5277,5017
HFX_RS04205,1756,426,1197,1598,1316,1225
HFX_RS04210,2281,954,990,1078,936,1021
HFX_RS19590,5853,371,1178,2048,1695,2214
HFX_RS04215,3795,980,1850,2250,1925,1836
HFX_RS04220,477,151,267,354,318,303
HFX_RS04225,1023,584,754,1072,864,862
HFX_RS04230,167,57,62,57,67,66
HFX_RS04235,942,271,272,368,337,366
HFX_RS04240,133,97,91,128,101,90
HFX_RS04245,35857,53276,31732,35153,28361,28824
HFX_RS04250,6996,11872,3920,6212,5692,5380
HFX_RS04255,1100,1422,1157,1353,1219,1227
HFX_RS04260,461,387,306,510,434,430
HFX_RS04265,8885,16128,8644,12129,10078,9053
HFX_RS04270,659,1327,648,798,554,667
HFX_RS04275,1546,3622,1828,2276,1673,1733
HFX_RS04280,2161,2841,1969,2491,1998,1933
HFX_RS04285,4876,2690,1635,1854,1700,1801
HFX_RS04290,3482,5055,3478,4207,3477,3503
HFX_RS04295,1973,3237,1986,2644,2190,1901
HFX_RS04300,136,102,65,85,63,80
HFX_RS04305,94,73,66,89,76,84
HFX_RS04310,3281,556,1491,2229,1976,2000
HFX_RS04315,2415,2964,431,392,312,329
HFX_RS19595,139975,83095,231420,394210,284840,275186
HFX_RS20280,779,276,472,580,472,534
HFX_RS19065,1955,166,604,1228,910,1115
HFX_RS04325,6059,6182,5684,8693,6583,6461
HFX_RS04330,1539,2045,1139,1895,1385,1293
HFX_RS19600,224,394,188,276,195,176
HFX_RS04340,144,84,113,118,109,86
HFX_RS04345,363,268,185,265,291,226
HFX_RS04350,1966,1202,1621,1764,1303,1517
HFX_RS04355,2539,1204,1700,2524,2008,1980
HFX_RS04360,728,565,457,511,447,432
HFX_RS04365,162,125,47,76,43,45
HFX_RS04370,69,73,22,19,11,12
HFX_RS04375,177,117,72,84,75,54
HFX_RS04380,158,151,38,61,62,72
HFX_RS04385,647,821,431,672,511,592
HFX_RS04390,337,97,186,314,215,267
HFX_RS04395,2353,496,1083,1821,1385,1487
HFX_RS19605,24,12,10,19,10,17
HFX_RS04400,1061,902,553,680,604,527
HFX_RS04405,535,562,274,413,321,350
HFX_RS04410,355,311,63,122,76,88
HFX_RS19610,1032,393,123,181,203,119
HFX_RS04415,2820,1156,365,438,430,344
HFX_RS04420,9915,6335,2151,2516,2023,1936
HFX_RS04425,3023,2489,895,1029,817,737
HFX_RS04430,543,488,169,177,158,135
HFX_RS04435,470,465,116,126,101,105
HFX_RS04440,130,148,40,36,20,19
HFX_RS04445,394,449,139,143,120,110
HFX_RS04450,1070,1304,375,378,338,282
HFX_RS04455,304,400,85,126,81,70
HFX_RS04460,1035,986,333,375,328,305
HFX_RS04465,2424,1700,916,1141,973,975
HFX_RS04470,132,97,64,61,55,58
HFX_RS04475,1204,929,578,702,518,512
HFX_RS04480,337,292,216,427,329,349
HFX_RS04485,393,327,166,188,175,159
HFX_RS04490,821,989,644,1192,943,950
HFX_RS04495,426,460,243,355,263,278
HFX_RS04505,538,86,130,133,171,151
HFX_RS04510,6597,1093,1828,2121,2087,2328
HFX_RS04515,771,205,223,417,396,318
HFX_RS04520,2602,4946,3312,3970,3168,3128
HFX_RS04525,15396,4644,5076,7307,6721,6513
HFX_RS04530,12988,3350,14171,17445,13732,12489
HFX_RS04535,153,62,105,99,101,105
HFX_RS04540,1957,675,1468,1496,1464,1373
HFX_RS04545,42288,12246,53513,56653,45410,42643
HFX_RS04550,3961,680,2320,2851,2991,2317
HFX_RS04555,2063,418,1216,1387,1233,1093
HFX_RS04560,1228,308,844,927,995,790
HFX_RS04565,19610,6743,26443,29677,26619,21948
HFX_RS04570,11774,4760,13590,17568,15858,12375
HFX_RS04575,1923,662,1724,2411,2145,1964
HFX_RS04580,9138,4252,7765,8904,7815,6940
HFX_RS04585,21421,11298,20611,23793,19746,18549
HFX_RS04590,50133,22511,59333,59962,51288,49417
HFX_RS04595,3191,873,3199,3473,2929,2955
HFX_RS04600,49069,16749,37397,46592,41436,40235
HFX_RS04605,19561,3666,13967,15664,12648,13384
HFX_RS19615,125,77,73,67,91,79
HFX_RS04615,13216,8140,10253,12358,12212,10265
HFX_RS04620,7552,5608,4536,5405,5298,4551
HFX_RS04625,5353,2466,2974,2846,2642,2645
HFX_RS04630,880,335,562,549,487,523
HFX_RS04635,921,396,861,976,781,898
HFX_RS04640,1864,551,1834,1699,1633,1723
HFX_RS20460,11,1,4,6,7,5
HFX_RS04645,646,1262,391,477,463,457
HFX_RS04650,21554,3792,15675,15208,15694,15586
HFX_RS04655,1303,261,564,583,534,504
HFX_RS04660,3658,866,3704,3845,3347,3363
HFX_RS04665,2139,631,2256,2426,2252,2043
HFX_RS04670,4564,1194,3167,3465,3646,3144
HFX_RS04675,737,815,654,972,806,760
HFX_RS04680,455,495,368,455,308,390
HFX_RS04685,1879,899,859,1190,1081,1065
HFX_RS04690,1770,358,911,991,893,884
HFX_RS04695,4610,970,2610,2803,2607,2542
HFX_RS04700,876,774,433,754,627,705
HFX_RS04705,626,252,393,505,315,352
HFX_RS04710,35070,5434,16607,17060,17218,16977
HFX_RS04715,1041,270,1178,1266,1151,1100
HFX_RS04720,6372,2713,4096,4236,4268,3945
HFX_RS04725,1696,1149,2250,2509,2172,1896
HFX_RS04730,15129,19833,15818,18519,15328,14737
HFX_RS04735,2201,2120,1813,2078,1842,1631
HFX_RS04740,4001,6214,4302,4650,3958,4005
HFX_RS04745,4310,6716,5861,6863,5284,5166
HFX_RS04750,1877,1890,2229,2505,2155,2019
HFX_RS04755,14887,17890,15010,19853,16035,13513
HFX_RS04760,23816,28554,24311,27384,22141,20790
HFX_RS04765,64688,75496,63590,69214,53170,54868
HFX_RS04770,33108,40200,34673,37432,29605,29540
HFX_RS04775,11328,14239,11094,15058,10800,9821
HFX_RS04780,4671,6194,4604,6270,4711,4110
HFX_RS04785,5485,6825,5159,6705,5349,4164
HFX_RS04790,3118,3955,2513,3066,2320,2257
HFX_RS04795,51385,61255,46234,56230,46233,39951
HFX_RS04800,37219,42924,33466,38531,32810,28716
HFX_RS04805,54378,58237,45210,52243,44328,39494
HFX_RS04810,225,36,73,101,99,107
HFX_RS04815,8717,7124,7488,9173,7898,7151
HFX_RS04820,3549,2844,3771,4575,3514,3206
HFX_RS04825,2463,1084,2295,2854,2677,2467
HFX_RS04830,1480,1788,1310,1522,1100,1219
HFX_RS04835,4782,3471,2090,2120,1916,1906
HFX_RS04840,13372,5345,9706,11390,10781,9805
HFX_RS04845,4489,5523,3610,4298,3849,3567
HFX_RS04850,2766,3315,2776,3367,2907,2747
HFX_RS04855,18936,17790,15832,17555,15612,14696
HFX_RS04860,17307,29240,19867,21833,16983,16840
HFX_RS04865,3730,524,1805,2014,1830,1807
HFX_RS04870,21741,10542,8607,12363,11623,11300
HFX_RS04875,1207,1708,1231,1281,1109,1131
HFX_RS04880,1539,2204,1365,1481,1357,1307
HFX_RS04885,567,213,316,446,394,396
HFX_RS04890,577,159,403,455,476,424
HFX_RS04895,144,106,192,342,299,250
HFX_RS04900,23676,4221,11422,11650,10842,11132
HFX_RS04905,1221,372,585,664,714,608
HFX_RS04910,1176,336,385,556,463,513
HFX_RS04915,1692,3010,1460,1550,1400,1357
HFX_RS04920,7553,14028,8255,9807,8343,7515
HFX_RS04925,12324,26068,8567,11895,11247,10242
HFX_RS04930,1775,2686,1554,1957,1612,1459
HFX_RS04935,2436,3312,2232,2791,2261,2208
HFX_RS04940,1323,2508,1343,1695,1508,1308
HFX_RS04945,13929,27212,13112,13563,11659,11489
HFX_RS04950,1210,427,754,873,729,767
HFX_RS04955,17161,28168,16355,21206,17594,16466
HFX_RS04960,7239,2383,3737,3579,3203,3570
HFX_RS04965,3830,1423,1698,1744,1581,1567
HFX_RS04970,3088,923,2421,2315,1865,1940
HFX_RS04975,567,476,469,554,424,493
HFX_RS04980,2114,3071,1888,1841,1584,1669
HFX_RS04985,5739,9101,5237,5499,4786,4723
HFX_RS04990,1014,1956,1188,1378,1186,1236
HFX_RS14880,1768593,748576,787468,1382399,1256814,1353661
HFX_RS04995,29476,10872,18151,27343,25072,21579
HFX_RS05000,1672,852,535,1201,1114,815
HFX_RS05005,4341,2597,3027,3789,3484,3074
HFX_RS05010,8210,4418,6917,7797,7200,6532
HFX_RS05015,1219,1047,853,971,906,794
HFX_RS05020,4277,3765,2501,2655,2390,2361
HFX_RS05025,6376,4926,3628,4296,3713,3742
HFX_RS05030,1326,1275,1109,1370,1280,1243
HFX_RS05035,5439,3020,2707,2969,2854,2986
HFX_RS05040,2590,4042,2319,3127,2574,2424
HFX_RS05045,660,492,584,844,648,654
HFX_RS05050,1626,598,1065,1300,1164,1080
HFX_RS05055,3882,1975,2784,2938,2407,2514
HFX_RS05060,1220,1588,1079,1301,1072,1030
HFX_RS05065,5466,6241,3453,5028,3947,4038
HFX_RS05070,455,180,249,257,209,253
HFX_RS05075,2410,3807,1802,2500,2217,1819
HFX_RS05080,817,532,666,813,739,605
HFX_RS05085,1760,707,906,963,751,886
HFX_RS19980,1293,1236,758,1351,964,1008
HFX_RS05095,5681,9586,6718,7060,6200,5879
HFX_RS05100,612,415,430,666,577,538
HFX_RS05105,2797,4267,2040,2467,2364,2235
HFX_RS05110,1792,3484,1577,1868,1675,1558
HFX_RS05115,669,979,490,585,546,590
HFX_RS05120,1501,471,927,914,750,793
HFX_RS05125,666,1271,499,544,537,516
HFX_RS05130,6147,11315,5573,6577,5668,5598
HFX_RS05135,2208,481,1828,2243,2075,1924
HFX_RS05140,3172,3244,2106,2572,2264,2083
HFX_RS05145,5927,8383,5408,5716,5140,5074
HFX_RS05150,7805,21466,9036,10479,8936,8376
HFX_RS05155,9624,13999,8774,10616,8896,8212
HFX_RS05160,9059,4470,6905,8148,7070,7262
HFX_RS05165,1401,2405,916,1353,1194,959
HFX_RS05170,1240,1616,784,1006,941,793
HFX_RS05175,3786,3676,2829,3461,3355,3000
HFX_RS05180,1486,3157,1434,1562,1412,1327
HFX_RS05185,586,1241,434,453,458,404
HFX_RS05190,2265,5460,2097,2125,1946,1820
HFX_RS05195,7251,19181,7793,7293,6967,6729
HFX_RS05200,615,1561,593,599,545,512
HFX_RS05205,1315,3531,1435,1375,1320,1258
HFX_RS05210,10196,26200,10913,11712,10610,10065
HFX_RS05215,769,397,371,519,477,451
HFX_RS05220,5394,2030,3227,4957,4315,3586
HFX_RS05225,5324,14531,5215,7698,6640,5946
HFX_RS05230,1976,441,1089,1313,1010,1143
HFX_RS05235,806,236,476,462,441,433
HFX_RS05240,906,268,492,423,416,415
HFX_RS05245,1072,288,531,533,511,483
HFX_RS05250,1303,353,688,699,600,661
HFX_RS05255,9087,3428,4140,4799,4345,4011
HFX_RS05260,450,233,326,434,385,370
HFX_RS05265,15538,10209,12004,14736,11721,12417
HFX_RS05270,988,1943,770,938,795,773
HFX_RS05275,3564,2535,3237,4527,3430,3687
HFX_RS05280,1882,2290,2002,2553,2198,2163
HFX_RS05285,716,68,321,379,349,351
HFX_RS05290,92191,55467,62805,82634,70040,70922
HFX_RS05295,20986,21492,14760,20853,17901,15876
HFX_RS05300,6106,2732,2653,3640,3182,3228
HFX_RS05305,12514,6570,8815,10089,8758,8253
HFX_RS05310,18954,10544,14783,18086,17159,14095
HFX_RS05315,3425,5453,3579,4235,3658,3468
HFX_RS05320,5403,5477,6937,8572,8113,6285
HFX_RS05325,41377,14389,38043,53849,48296,34370
HFX_RS05330,21549,15400,18541,22602,20554,16288
HFX_RS05335,120,66,83,115,112,88
HFX_RS05340,2115,1092,1473,1769,1706,1511
HFX_RS05345,3538,4969,3093,4971,4394,3696
HFX_RS05350,38082,27849,21318,26104,24575,21985
HFX_RS05355,1932,1833,1354,1631,1623,1445
HFX_RS05360,3550,3282,2839,3313,2837,2801
HFX_RS05365,1267,1066,1002,1185,1079,1066
HFX_RS05370,5030,3176,4097,5629,4983,4814
HFX_RS05375,4351,2067,1272,1168,1128,1231
HFX_RS05380,5041,1938,1589,1480,1472,1468
HFX_RS05385,10233,3726,3890,3294,3526,3473
HFX_RS05390,6334,1618,2080,1723,1808,1847
HFX_RS05395,5454,1223,1830,1673,1771,1553
HFX_RS05400,10288,1890,3570,3455,3412,3412
HFX_RS05405,122,62,93,110,113,100
HFX_RS05410,2666,1812,1829,2659,2410,2164
HFX_RS05415,615,519,376,492,428,429
HFX_RS19985,145,245,129,228,169,198
HFX_RS05420,1872,2483,1649,2157,2076,1762
HFX_RS05425,1372,2446,1625,1947,1635,1527
HFX_RS05430,376,505,348,465,367,343
HFX_RS05435,1071,1378,913,966,863,990
HFX_RS05440,374,732,328,405,330,370
HFX_RS05445,7320,8969,4582,5747,5146,4861
HFX_RS05450,993,1940,956,943,754,857
HFX_RS05455,1033,2136,1023,976,747,878
HFX_RS05460,434,211,204,238,246,232
HFX_RS05465,171,43,73,107,106,103
HFX_RS05470,5315,1281,3618,4488,4041,3716
HFX_RS05475,6844,1630,4652,5943,5235,5057
HFX_RS05480,80423,27654,58199,69753,63803,54173
HFX_RS05485,21071,15810,19828,27683,22781,20929
HFX_RS05490,7850,2977,6888,8429,7834,6454
HFX_RS05495,33485,12422,33215,38664,35433,30051
HFX_RS05500,2015,444,2016,2390,2251,1838
HFX_RS05505,9335,7049,6199,7379,6673,5996
HFX_RS05510,407,523,429,638,451,442
HFX_RS05515,3179,2437,2753,3085,2413,2320
HFX_RS05520,8720,12921,7664,9331,8097,7343
HFX_RS05525,1075,1104,879,1078,1074,983
HFX_RS05530,2574,2322,1638,1770,1749,1542
HFX_RS05535,3540,2878,2166,2376,2047,1940
HFX_RS05540,7758,3541,4804,5445,5147,4823
HFX_RS19620,2448,2323,1320,2044,1630,1642
HFX_RS05545,31167,51389,27346,33313,31214,27480
HFX_RS05550,20191,23638,9806,16582,12965,13577
HFX_RS05555,1683,1786,1177,1433,1364,1149
HFX_RS05560,15533,8425,8441,9101,8258,7720
HFX_RS05565,7172,1471,4213,4092,3875,4027
HFX_RS05570,641,261,293,364,362,340
HFX_RS05575,165,23,54,52,85,53
HFX_RS19990,34,3,8,19,20,11
HFX_RS05580,110,12,54,63,68,51
HFX_RS05585,1458,1137,1049,1280,1156,1092
HFX_RS05590,17095,24855,14376,18039,16094,15246
HFX_RS05595,16169,12315,9937,10369,9328,9432
HFX_RS05600,13842,6404,12434,13715,12038,11683
HFX_RS05605,160,266,168,230,180,160
HFX_RS05610,596,784,380,544,438,467
HFX_RS05615,1062,1253,696,781,726,679
HFX_RS05620,5764,3393,2537,2848,2746,2474
HFX_RS05625,29734,53876,26020,30723,27512,27727
HFX_RS05630,2883,4579,2489,3395,3534,2655
HFX_RS05635,53470,103090,53576,57335,60159,53455
HFX_RS05640,32988,59822,30140,34280,33365,31467
HFX_RS05645,239,45,68,165,118,72
HFX_RS05650,994,1314,1127,1679,1433,1201
HFX_RS05655,1000,253,251,328,434,346
HFX_RS05660,62,15,25,40,41,50
HFX_RS05665,1094,569,689,774,733,648
HFX_RS05670,192,204,112,150,141,97
HFX_RS05675,103,126,111,137,126,92
HFX_RS05680,131,173,60,81,54,63
HFX_RS05685,66,78,35,42,38,28
HFX_RS05690,89,84,33,30,26,40
HFX_RS05695,226,269,147,136,105,100
HFX_RS05700,590,549,233,227,206,242
HFX_RS05705,503,151,300,430,374,375
HFX_RS05710,1370,281,919,1529,1464,1184
HFX_RS05715,33857,18094,32564,55030,52240,41698
HFX_RS05720,904,584,590,893,812,659
HFX_RS05725,3934,1948,2575,3162,2958,2720
HFX_RS05730,2201,4472,2391,3224,2869,2489
HFX_RS05735,1411,1840,1164,1688,1277,1308
HFX_RS05740,1205,2300,901,1434,1227,1174
HFX_RS05745,2208,5875,2669,3423,2545,2528
HFX_RS05750,1863,4361,2572,3253,2830,2423
HFX_RS05755,6406,6506,9579,13863,12090,9094
HFX_RS05760,3220,3794,2704,3342,3057,2791
HFX_RS05765,5266,4756,4666,5194,4102,4275
HFX_RS05770,2109,430,1255,1102,1100,1116
HFX_RS05775,908,1685,826,1100,959,797
HFX_RS05780,5076,6034,4907,5876,4694,4793
HFX_RS05785,5443,7077,6007,6122,5443,5354
HFX_RS05790,5763,9115,6036,6813,5490,5551
HFX_RS05795,1362,932,975,1170,968,981
HFX_RS05800,1602,1880,1477,1811,1601,1395
HFX_RS05805,2717,6996,1923,2538,2131,2038
HFX_RS05810,3669,377,756,1115,1047,1098
HFX_RS05815,414,872,320,414,382,344
HFX_RS05820,1234,1304,613,987,836,799
HFX_RS05825,5449,4803,3467,5207,4400,3955
HFX_RS05830,4071,3655,2865,3837,3126,3049
HFX_RS05835,96654,78847,86977,110497,98759,91417
HFX_RS05840,489,522,350,415,353,335
HFX_RS05845,2727,2213,1784,1965,1980,1867
HFX_RS05850,959,286,330,417,313,346
HFX_RS05855,472,193,279,284,174,228
HFX_RS05860,669,241,306,296,295,275
HFX_RS05865,603,271,295,381,263,265
HFX_RS05870,570,197,239,293,237,246
HFX_RS05875,14403,4104,12784,16024,14518,12076
HFX_RS05880,21072,7566,18201,23384,22139,17638
HFX_RS05885,11915,10044,13514,16932,14276,13037
HFX_RS05890,2915,1037,1678,2020,1924,1794
HFX_RS05895,18678,17833,2319,2518,2291,2672
HFX_RS05900,19573,18391,2260,2228,2089,2252
HFX_RS05905,27216,24650,3152,3470,3125,3810
HFX_RS05910,7562,11078,1671,1564,1175,1371
HFX_RS05915,27063,27979,5426,4780,3775,4808
HFX_RS05920,9523,6880,1660,1468,1259,1609
HFX_RS05925,4281,3216,2385,2815,2335,2571
HFX_RS05930,852,1128,880,1801,1217,1099
HFX_RS05935,72062,84159,1636,1705,1493,1716
HFX_RS05940,47520,56858,1172,1000,816,941
HFX_RS05945,18856,7945,12168,16481,13850,14268
HFX_RS05950,31654,28436,6984,6645,6067,6178
HFX_RS05955,2927,3161,549,461,462,475
HFX_RS05960,2831,3573,513,427,362,349
HFX_RS05965,4013,7053,671,652,494,483
HFX_RS05970,9665,18486,1452,1404,1092,1289
HFX_RS05975,5129,12067,1045,1085,821,843
HFX_RS05980,3161,7442,903,1042,759,816
HFX_RS05985,4295,6652,967,1113,862,835
HFX_RS05990,5884,6193,911,767,652,699
HFX_RS05995,24750,22299,5786,5442,4429,4642
HFX_RS06000,18169,13805,4034,3558,3432,3928
HFX_RS06005,19861,11091,2403,2864,2858,3123
HFX_RS06010,1334,1214,626,670,531,513
HFX_RS06015,24841,74520,32433,36854,32611,28689
HFX_RS19995,297,54,152,187,223,147
HFX_RS06020,1030,312,716,725,735,689
HFX_RS06025,508,370,251,321,348,268
HFX_RS06030,5906,877,3317,3349,3192,3658
HFX_RS06035,12878,1411,13593,22906,20143,21700
HFX_RS06040,1243,254,976,941,806,930
HFX_RS06045,15093,1563,16160,15884,12989,12743
HFX_RS06050,83718,14789,102908,108356,90374,82060
HFX_RS06055,6600,2458,4163,4501,4237,3902
HFX_RS06060,1607,1033,1249,1283,1149,1143
HFX_RS06065,2233,1823,1394,1503,1397,1284
HFX_RS06070,2739,1317,939,915,847,854
HFX_RS06075,2021,1195,712,784,791,808
HFX_RS06080,5927,2065,2684,2344,2263,2553
HFX_RS06085,1465,1924,1218,1042,904,931
HFX_RS06090,2138,2547,1380,1417,1409,1248
HFX_RS06095,3995,8649,3070,3940,3588,3201
HFX_RS06100,159,235,125,144,130,142
HFX_RS06105,1104,887,768,882,780,820
HFX_RS06110,2121,3488,1708,2801,2225,2105
HFX_RS06115,8848,16382,9444,13734,11335,10586
HFX_RS06120,6827,2133,3995,4889,4197,4172
HFX_RS06125,366,650,401,537,418,392
HFX_RS06130,183,55,138,185,167,147
HFX_RS06135,512,228,276,350,318,319
HFX_RS06140,189,99,191,279,198,180
HFX_RS06145,3307,1057,2431,2240,1750,1997
HFX_RS06150,1871,2163,2262,2314,1859,1965
HFX_RS06155,3971,3958,5207,5337,4065,4237
HFX_RS06160,5030,4427,6161,6356,5253,5276
HFX_RS06165,2202,1275,2606,3308,2655,2552
HFX_RS06170,4384,3426,5586,6216,5011,4925
HFX_RS06175,2280,2362,3273,3508,2870,2784
HFX_RS06180,28543,2220,11181,7980,8223,10529
HFX_RS06185,1442,637,1218,1653,1293,1406
HFX_RS06190,2124,1061,1720,1955,1729,1566
HFX_RS06195,2191,1129,1587,1754,1756,1645
HFX_RS06200,4990,1893,2175,2603,2633,2414
HFX_RS06205,14798,7471,8542,9461,9258,8752
HFX_RS06210,518,201,309,327,275,283
HFX_RS06215,8560,6168,4513,6232,5655,5163
HFX_RS06220,3141,2631,2022,2361,1787,1955
HFX_RS20000,5194,1713,1767,3327,3028,3251
HFX_RS06225,21874,10401,10522,14850,13387,13002
HFX_RS06230,3643,3839,2884,3535,3051,2909
