gene_id,pyrE-1,pyrE-2,rosR-1,rosR-2,rosR-3,rosR-4
HFX_RS17725,916.101456982744,769.938991988888,1673.32684746197,1594.0942303919,1503.09088927048,1552.4309865453
HFX_RS17730,939.704715133668,850.16591650406,1970.24302290212,1757.07457100635,1807.67280437595,1905.15724155279
HFX_RS17735,321.594392306342,338.868949817815,942.626073702191,942.172867934097,900.185591561709,991.770426888337
HFX_RS17740,358.474483167161,208.350520382685,221.859298377214,244.470510921675,226.350258828379,268.899336379165
HFX_RS17745,2565.37912027857,955.538593479211,2062.96034162693,2092.19145114617,2203.00344076284,2180.58854561728
HFX_RS17750,678.59367183907,756.767407366994,1007.74895233033,1188.47461863796,1109.84643038431,1033.13955556205
HFX_RS17755,3824.46542226693,2989.94970916991,2544.20737691282,3645.08278643891,3610.13016500009,4068.32720667587
HFX_RS17760,33.1920817747371,23.9483356761707,27.5944400966684,31.1310762971422,42.7666387648089,26.1278707412954
HFX_RS17765,46.4689144846319,31.1328363790219,28.6982177005351,26.5529768416801,35.4650175122806,35.9258222692811
HFX_RS17770,103.264254410293,67.055339893278,83.8870978938718,68.6714918319313,70.9300350245611,94.7135314371957
HFX_RS17775,121.704299840703,111.359760894194,99.3399843480061,120.861825624199,105.35196378648,114.309434493167
HFX_RS17780,109.902670765241,91.0036755694487,96.0286515364059,97.9713283468886,82.4040112785342,79.4722735047734
HFX_RS17785,466.901950297969,317.315447709262,338.859724387087,412.028950991588,404.718435140143,448.52844772557
HFX_RS17790,138.669141636679,70.6475902447036,82.7833202900051,87.899509544872,120.998295041898,105.600144246069
HFX_RS17795,930.853493327072,774.728659124122,975.739401818193,782.855006884016,725.98977025139,878.549653676057
HFX_RS17800,149.733168894925,67.055339893278,146.802421314276,106.21190736672,94.9210762828686,139.348643953575
HFX_RS17805,171.1236215942,117.346844813236,153.425086937476,161.149100832265,136.644626297316,144.791950358012
HFX_RS17810,184.400454304095,108.964927326577,167.774195787744,136.42736377277,163.764933806707,157.85588572866
HFX_RS17815,2268.12558794037,1112.40019215813,3873.15561196837,3211.07895806111,3305.54824989462,3627.41938791651
HFX_RS17820,15291.96087453,3306.06774009537,21254.3415400578,21009.8140210066,21415.6551336657,25333.1480062476
HFX_RS17825,1964.97124106444,3394.6765820972,2567.38670659402,2475.8361855139,2531.57639712662,2686.81604122987
HFX_RS17830,47.9441181190647,27.5405860275963,39.7359937392024,37.5404155347891,34.4219287619194,52.2557414825907
HFX_RS17835,72.2849780872053,37.1199202980646,35.3208833237355,36.6247956436967,46.9389937662537,46.8124350781542
HFX_RS17840,58.270543560094,40.7121706494902,41.9435489469359,49.4434741189905,57.3698812698656,52.2557414825907
HFX_RS17845,64.1713580978251,57.4760056228097,48.5662145701363,54.937193465545,52.1544375180597,54.4330640443654
HFX_RS17850,61.9585526461759,50.2915049199585,45.2548817585361,43.0341348813436,42.7666387648089,43.5464512354923
HFX_RS17855,123.179503475135,73.0424238123207,80.5757650822716,69.5871117230237,89.7056325310626,86.0042411900973
HFX_RS17860,205.79090700337,153.269348327493,165.56664058001,133.680504099493,149.161691301651,151.323918043336
HFX_RS17865,80.3985980765854,88.6088420018316,88.3022083093388,75.9964509606706,92.8348987821462,93.6248701563084
HFX_RS17870,105.477059861942,162.848682597961,110.377760386673,98.886948237981,94.9210762828686,119.752740897604
HFX_RS17875,154.158779798223,137.702930137982,100.443761951873,113.53686649546,110.567407538286,131.728014987364
HFX_RS17880,109.165068948024,68.2527566770865,77.2644322706714,95.2244686736114,94.9210762828686,84.91557990921
HFX_RS17885,208.003712455019,180.809934355089,196.472413488279,246.30175070386,182.540531313209,223.175562581898
HFX_RS17890,17.7024436131931,16.7638349733195,13.2453312464008,15.5655381485711,11.4739762539731,23.9505481795208
HFX_RS17895,3634.1641534251,9281.17749129996,5536.54846099554,5548.65654002005,5838.1677357716,5432.41979162766
HFX_RS17900,3101.61564139488,869.324585044997,1375.30689441795,1512.60406008467,1482.22911426326,1734.23742045348
HFX_RS17905,4924.22973173655,1369.84480067696,2503.36760556975,2544.50767734583,2291.66598454354,2720.56454093738
HFX_RS17910,1546.75101070275,2732.50510065108,1452.57132668862,1454.00438705476,1336.19668921269,1568.76090575861
HFX_RS17915,1716.39942866252,2896.55120003285,1710.85528599344,1871.5270573929,1656.42493557357,1700.48892074597
HFX_RS17920,220.542943347698,434.662292522498,207.510189526946,225.242493208735,220.091726326212,231.884852828996
HFX_RS17925,1551.17662160605,5128.53608505196,1724.10061723984,1870.61143750181,1755.51836685789,1690.69096921799
HFX_RS17930,9843.29625075259,4719.01954498944,17025.7695396444,18783.0264458698,18514.8253189112,19280.1912845142
HFX_RS19490,132.030725281732,100.583009839917,69.5379890436043,76.912070851763,81.3609225281731,89.2702250327592
HFX_RS17945,7769.15994074013,3787.4292871864,6428.40076491986,6015.62268447718,5711.95399697789,6550.47492709893
HFX_RS17950,19913.7738612078,9707.4578663358,13644.8987390006,18117.3707850457,17529.1064498198,16712.0393229011
HFX_RS17955,2136.83246447585,833.402081530741,1798.05371669891,1646.28456418417,1629.30462806418,1840.92622598044
HFX_RS17960,1983.41128649485,836.994331882166,1429.39199700742,1270.88040883627,1426.94541049411,1492.5546160965
HFX_RS17965,14288.0848012985,3951.47538656817,8982.54214026749,10760.3649601181,9631.88152083526,11639.9664152471
HFX_RS17970,203.578101551721,253.85235816741,208.613967130813,204.183235713609,189.842152565737,202.490998245039
HFX_RS17975,67.1217653666906,67.055339893278,57.3964354010702,48.5278542278981,47.9820825166149,54.4330640443654
HFX_RS17980,222.01814698213,293.367112033091,293.604842628551,205.098855604701,175.23891006068,222.086901301011
HFX_RS17985,183.662852486879,156.861598678918,200.887523903746,160.233480941173,131.42918254551,161.121869571321
HFX_RS17990,104.00185622751,125.728762299896,146.802421314276,99.8025681290734,79.2747450274507,106.688805526956
HFX_RS17995,569.428602891045,602.300642255693,688.757224812842,581.418630843685,509.027310176262,614.004962420441
HFX_RS20580,84.8242089798837,83.8191748665975,114.79287080214,95.2244686736114,89.7056325310626,108.866128088731
HFX_RS18005,923.477475154908,1035.76551799438,728.493218552045,911.041791636955,867.849840300513,919.918782349774
HFX_RS18010,213.166925175534,160.453849030344,141.283533294942,152.908521812434,135.601537546955,191.604385436166
HFX_RS18015,174.811630680282,161.651265814152,144.594866106542,186.786457782853,210.703927572961,204.668320806814
HFX_RS18020,1017.8905077586,844.178832585017,1111.5040470938,1331.31132164837,1289.25769544643,1246.51716661597
HFX_RS18025,602.620684665783,2072.72845277257,593.832350880303,859.767077735779,904.357946563154,840.446508845001
HFX_RS18030,373.964121328705,971.105011668722,403.982603015225,423.016389684697,485.036268917955,477.922302309528
HFX_RS18035,2707.73627100133,1696.73958265669,2768.27423049777,2266.15923045373,2110.16854198069,2251.35152887495
HFX_RS18040,6761.59585842256,14226.5088084292,6107.20148219464,6201.49352236894,6031.13915458842,6253.27039741669
HFX_RS18045,494.193217534975,1172.27103134856,445.926151962161,375.404155347891,303.538826355107,411.513964175402
HFX_RS18050,1942.84318654795,4837.56380658648,2251.70631188814,1855.04589935324,1595.92578805263,1948.70369278828
HFX_RS18055,13107.1842919351,36311.6639689938,14786.2047813988,13007.2961728589,12770.5355706721,12570.7718104057
