gene_id,symbol,biotype,log2FoldChange,lfcSE,pvalue,padj,WT_mean,KO_mean
HVO_RS08205,HVO_RS08205,protein_coding,-3.11965587896055,0.095244673737279,2.77031336323272e-237,1.0022993748176e-233,27979.6662857337,3183.67056176104
HVO_RS02455,HVO_RS02455,protein_coding,1.72379220718994,0.0905865372208963,6.03658807028161e-83,1.09201878191394e-79,145864.490592236,486632.793037714
HVO_RS05820,HVO_RS05820,protein_coding,0.888722719629955,0.054702225314554,1.61069384955483e-60,1.94249678256312e-57,13878.402880435,25864.4350819865
HVO_RS18060,HVO_RS18060,protein_coding,1.01160623989628,0.0690635383666997,3.9886320979841e-50,3.60771773262662e-47,616.252171246516,1255.25806473996
HVO_RS03260,HVO_RS03260,protein_coding,1.03142548659745,0.076878395088182,1.20371488515667e-42,8.71008090899368e-40,944.57340760061,1955.2178295871
HVO_RS19410,HVO_RS19410,protein_coding,1.11560100724791,0.0863219811241921,4.64043937698192e-40,2.7981849443201e-37,481.47098223873,1059.52112475634
HVO_RS18065,HVO_RS18065,protein_coding,1.0057306388013,0.0781079414553699,1.82404422532531e-39,9.4277028674671e-37,842.256096275593,1713.19807037969
HVO_RS01840,HVO_RS01840,protein_coding,1.08924208819235,0.0860829400439166,1.78854977515633e-38,8.08871635814449e-36,3417.68554993608,7384.16352744
HVO_RS02700,HVO_RS02700,protein_coding,0.806820904873728,0.0661640847982534,3.79831661680688e-35,1.52692327995637e-32,1004.95210545083,1776.77322754335
HVO_RS05455,HVO_RS05455,protein_coding,0.864743337154512,0.0716771383644589,1.29118699038801e-34,4.67151453122382e-32,987.952194439471,1820.92327164149
HVO_RS19135,HVO_RS19135,protein_coding,0.708661333899502,0.0616882434214411,2.54786870289672e-31,8.38017178825486e-29,2914.7934805499,4803.2267152188
HVO_RS20915,HVO_RS20915,protein_coding,0.739419075421469,0.0678624107239704,1.83812968866372e-28,5.54196101132113e-26,943.480361112512,1590.79651199218
HVO_RS05610,HVO_RS05610,protein_coding,0.591423749740903,0.0573570760999922,3.67929350635347e-26,1.02397568507591e-23,4293.50743329989,6511.95063686367
HVO_RS12205,HVO_RS12205,protein_coding,0.880788505206369,0.0864999502556121,1.6713521480518e-25,4.19898713815443e-23,2692.18082609076,5039.79934870307
HVO_RS05810,HVO_RS05810,protein_coding,-0.853145369778959,0.0836755053597217,1.74087360620001e-25,4.19898713815443e-23,9101.31282865459,4962.69877082834
HVO_RS11610,HVO_RS11610,protein_coding,-1.66425523658462,0.169319920005176,3.93726198012251e-25,8.90313365255202e-23,348.305520274332,106.436002594094
HVO_RS10210,HVO_RS10210,protein_coding,0.608690640892745,0.060621437631422,7.83774914371474e-25,1.66805743540941e-22,3948.75322111782,6067.3768673466
HVO_RS01395,HVO_RS01395,protein_coding,0.837831762499394,0.0840928554461633,2.03476389772929e-24,4.08987543443587e-22,358.781946400062,650.601466826639
HVO_RS03255,HVO_RS03255,protein_coding,0.946305832756231,0.0981529389708614,2.40997410655598e-23,4.58909806185238e-21,593.7014124942,1168.49460929039
HVO_RS11600,HVO_RS11600,protein_coding,-1.11592127298418,0.118696576557494,7.65860850673681e-23,1.38544227886869e-20,862.188257324159,387.133445680118
HVO_RS05815,HVO_RS05815,protein_coding,0.701974777895134,0.0739163838115278,3.1540840214901e-22,5.43403618559581e-20,4997.27293469538,8221.00417860494
